Timestamp,What is your birth year? (e.g. 1998),Gender?,  What is your highest level of education?  ,  What industry do you work in?  ,  How would you rate your technical knowledge of AI?  ,  How often do you use AI-powered tools?  ,"What AI-powered services do you use most frequently? 
(You can choose multiple) ",  Why do you typically use AI?  ,"Have you noticed AI-generated content (e.g., news, ads, recommendations) influencing your choices in any of the following?   ",Do you think that AI recommendation based on your own choice is helping you?,Do you think that we should be more concern about using AI system?,"Do you think we should trust AI to make critical decisions in  Healthcare (e.g., AI diagnosing diseases)?",How much do you trust AI to make critical decisions in Healthcare?,"Do you think we should trust AI to make critical decisions in  Finance (e.g., AI approving loans or detecting fraud)?",How much do you trust AI to make critical decisions in Finance?,"Do you think we should trust AI to make critical decisions in  Hiring & Recruitment (e.g., AI screening job applications)?",How much do you trust AI to make critical decisions in Hiring and Recruitment?,"Do you think we should trust AI to make critical decisions in  Education (e.g., AI-assisted learning, grading systems)?",How much do you trust AI to make critical decisions in Education?,"Do you think we should trust AI to make critical decisions in  Customer Service (e.g., AI chatbots solving queries)?",How much do you trust AI to make critical decisions in Customer Service?,Have you ever experienced an AI-driven decision that felt unfair or biased?,Do you believe AI will replace jobs in your industry within the next 10 years?  ,Do you believe AI will create more jobs than it eliminates?  ,Are you actively learning new skills to adapt to AI-driven changes in the job market?  ,What is your biggest concern about AI?  ,Do you think AI should be more strictly regulated by governments?  ,Do you believe AI should be required to disclose when its content is AI-generated?  ,"How do you feel about AI making creative works (e.g., writing books, making music, generating art)?  "
2025/05/06 8:59:07 am EEST,2005,Male,HSC,Others,Beginner,Daily,ChatGPT;Gemini;Siri,Automation;Data-Analysis;Assignment;Education,Online shopping;Social media content consumption,No,Yes,Yes,3,No,3,No,5,Yes,5,Yes,3,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions;Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:07 am EEST,2004,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Siri;Alexa;Google Assistant;Grammarly,Assignment,Online shopping;Social media content consumption,Yes,Yes,No,1,Maybe,3,Yes,5,Maybe,3,Yes,5,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:09 am EEST,2005,Male,Bachelor,Student,Beginner,Daily,ChatGPT,Assignment,Education/learning habits,Yes,Yes,No,1,Maybe,5,Yes,5,Maybe,3,Yes,4,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:10 am EEST,2004,Female,HSC,Student,None,Daily,ChatGPT;Gemini;Deep Seek;Siri;Alexa;Google Assistant,Personal-Use;Assignment;Education,Online shopping;Social media content consumption,Yes,Yes,No,1,Maybe,1,Yes,5,Maybe,4,Yes,1,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:11 am EEST,2004,Male,HSC,Student,Beginner,Daily,ChatGPT,Assignment,Education/learning habits,Yes,Yes,No,1,No,3,Yes,5,Maybe,2,Yes,1,Yes,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:11 am EEST,2004,Male,HSC,Student,None,Daily,ChatGPT;Gemini;Deep Seek;Siri,Personal-Use,Online shopping;Social media content consumption;Career decisions;Education/learning habits,Yes,Yes,No,5,Maybe,5,Maybe,5,Yes,5,Yes,5,Yes,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:12 am EEST,2003,Male,HSC,Student,Beginner,Daily,ChatGPT,Assignment;Education,Education/learning habits,Yes,Yes,No,1,No,5,Yes,1,Maybe,2,Yes,4,Yes,No,Yes,Yes,Privacy and data security risks,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:15 am EEST,2002,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Deep Seek;Siri;Google Assistant,Automation;Data-Analysis;Assignment;Education,Education/learning habits,Maybe,Yes,Maybe,4,Maybe,4,Maybe,4,Maybe,4,Maybe,4,Yes,Unsure,Maybe,No-Effect-in-my-career,Job loss and automation replacing workers,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/06 8:59:23 am EEST,2004,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini,Automation;Data-Analysis;Assignment;Education,Online shopping;Social media content consumption,Yes,Maybe,Maybe,4,Maybe,4,Maybe,4,Maybe,3,Maybe,3,Yes,Yes,Yes,Yes,Privacy and data security risks,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/06 9:01:53 am EEST,2003,Male,HSC,Student,None,Daily,ChatGPT;Deep Seek;Siri;Grammarly,Data-Analysis;Assignment;Education,Online shopping;Social media content consumption,Yes,No,Maybe,3,Maybe,3,Maybe,3,Maybe,3,Yes,4,No,Yes-but-not-completely,Maybe,Yes,"Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality;None, I am optimistic about AI","Yes, AI should have strong legal restrictions;Sometimes, but not too restrictive;No, AI should be allowed to develop freely","Only in certain cases (e.g., news, official documents)",AI-generated content is concerning and threatens human creativity
2025/05/06 9:01:55 am EEST,2002,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Deep Seek;Google Assistant,Data-Analysis;Assignment;Education,Social media content consumption;Career decisions;Education/learning habits,Yes,Yes,Maybe,3,Maybe,3,Maybe,3,Maybe,3,Yes,4,No,Yes-but-not-completely,Maybe,Yes,"Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality;None, I am optimistic about AI","Yes, AI should have strong legal restrictions;Sometimes, but not too restrictive;No, AI should be allowed to develop freely","Only in certain cases (e.g., news, official documents)",AI-generated content is concerning and threatens human creativity
2025/05/06 1:36:46 pm EEST,1997,Male,Bachelor,Education,Expert,Daily,ChatGPT;Gemini;Deep Seek;Google Assistant;Notion-AI;Grammarly,Automation;Data-Analysis;Coding;Personal-Use;Assignment;Education,Online shopping;Social media content consumption;Education/learning habits,Yes,Yes,No,1,Maybe,3,Yes,5,Yes,4,Yes,5,Yes,No,Yes,Yes,Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/08 4:15:04 pm EEST,2005,Male,HSC,Student,Intermediate,Daily,ChatGPT,Data-Analysis;Personal-Use;Assignment;Education,Career decisions;Education/learning habits,Yes,Yes,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,Yes,Yes,Yes,Job loss and automation replacing workers;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/05/09 2:57:46 am EEST,1988,Female,PhD,Education,Intermediate,Weekly- A few times,ChatGPT;Gemini;Google Assistant,Education,Online shopping;Education/learning habits,Yes,Maybe,No,2,No,2,Maybe,3,Maybe,2,Maybe,2,Yes,Yes,Maybe,Yes,AI bias in decision-making;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/10 11:42:05 am EEST,1992,Female,Master,Education,Beginner,Monthly- A few times,Grammarly,Personal-Use,Social media content consumption;Education/learning habits,Maybe,Yes,Maybe,1,Yes,4,Maybe,2,Maybe,4,Yes,4,No,Yes-but-not-completely,Yes,No,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/17 2:19:58 am EEST,1994,Female,PhD,Education,Expert,Daily,ChatGPT;Gemini;Google Assistant;Grammarly,Data-Analysis;Coding;Personal-Use;Education,Online shopping;Social media content consumption;Career decisions;Education/learning habits,Yes,Yes,No,2,No,2,Maybe,3,Maybe,3,Maybe,3,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/18 12:02:55 am EEST,1995,Male,PhD,Education,Expert,Daily,ChatGPT;Gemini,Data-Analysis;Coding;Personal-Use,Online shopping;Social media content consumption;Education/learning habits,Yes,Maybe,Maybe,3,No,2,Maybe,3,Yes,3,Yes,4,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;AI bias in decision-making;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/20 7:14:06 am EEST,1993,Female,Master,Education,Beginner,Daily,ChatGPT;Gemini;Deep Seek;Google Assistant;Grammarly,Coding;Personal-Use;Education,Online shopping;Social media content consumption;Education/learning habits,Maybe,Yes,No,1,Maybe,3,Yes,4,Maybe,3,Yes,4,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/20 7:14:07 am EEST,2003,Male,HSC,Student,Beginner,Daily,ChatGPT;Google Assistant;Grammarly,Data-Analysis;Personal-Use;Assignment;Education,Online shopping;Social media content consumption;Education/learning habits,Maybe,Yes,No,3,Maybe,3,Maybe,3,Yes,3,Yes,3,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/20 7:14:08 am EEST,2005,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Google Assistant,Personal-Use;Education,Online shopping;Education/learning habits,Maybe,Maybe,No,2,Yes,3,Maybe,2,Maybe,3,Yes,4,Yes,Yes-but-not-completely,Yes,No,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/20 7:15:03 am EEST,2005,Male,HSC,Education,Beginner,Daily,ChatGPT;Gemini,Personal-Use;Assignment;Education,Education/learning habits,Maybe,Yes,No,3,Maybe,3,Yes,3,Maybe,3,Maybe,3,No,Yes-but-not-completely,No,No-Effect-in-my-career,AI replacing human creativity and originality,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/20 7:15:15 am EEST,2004,Female,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Deep Seek;Siri;Alexa;Google Assistant;Grammarly,Personal-Use;Assignment;Education,Online shopping;Education/learning habits,Maybe,Maybe,No,2,Yes,2,Yes,1,Yes,1,Yes,1,No,Unsure,Yes,Yes,Privacy and data security risks,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/20 7:15:44 am EEST,2006,Female,HSC,Student,Beginner,Daily,ChatGPT,Education,Online shopping,Yes,Yes,No,3,Maybe,4,Maybe,4,Yes,4,Yes,4,Yes,Yes-but-not-completely,Yes,Yes,Privacy and data security risks,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",It depends on how AI is used
2025/05/20 7:15:44 am EEST,2005,Male,HSC,Student,Expert,Daily,ChatGPT;Google Assistant,Data-Analysis;Education,Education/learning habits,Maybe,Yes,Maybe,3,Yes,3,Yes,4,Yes,3,No,3,No,No,Yes,No,Job loss and automation replacing workers;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/05/20 7:16:10 am EEST,2005,Male,HSC,Student,Beginner,Daily,ChatGPT;Deep Seek;Alexa;Google Assistant,Data-Analysis;Personal-Use;Assignment;Education,Social media content consumption;Education/learning habits,Yes,Yes,No,5,No,5,Maybe,3,Maybe,2,Yes,2,Yes,Yes-but-not-completely,No,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",It depends on how AI is used
2025/05/20 7:16:13 am EEST,2004,Male,HSC,Student,None,Daily,ChatGPT;Gemini;Siri;Google Assistant,Automation;Data-Analysis;Coding;Personal-Use;Assignment;Education;,Social media content consumption;Career decisions;Education/learning habits,Yes,Yes,No,1,Yes,5,Yes,3,Yes,3,Yes,3,Yes,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making,"Yes, AI should have strong legal restrictions;Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/20 7:16:33 am EEST,2005,Female,HSC,Student,Intermediate,Daily,ChatGPT,Education,Online shopping;Career decisions;Education/learning habits,Yes,Yes,Yes,1,No,2,Yes,1,Yes,5,Yes,5,No,Yes-but-not-completely,Maybe,No,Job loss and automation replacing workers;Privacy and data security risks;AI replacing human creativity and originality,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/20 7:17:32 am EEST,2004,Male,Bachelor,Student,Beginner,Monthly- A few times,Gemini;Google Assistant,Personal-Use;Assignment;Education,Education/learning habits,Maybe,Yes,Yes,2,Yes,1,Yes,1,Yes,1,Yes,1,Maybe,Yes-but-not-completely,Maybe,No,Privacy and data security risks,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/20 7:18:24 am EEST,2005,Male,HSC,Student,Beginner,Weekly- A few times,ChatGPT,Assignment;Education,Online shopping;Social media content consumption;Education/learning habits,Maybe,Yes,Yes,2,Yes,2,Yes,2,Yes,2,Yes,5,Yes,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/05/20 7:18:36 am EEST,2004,Female,HSC,Student,Beginner,Daily,Google Assistant,Data-Analysis;Education,Social media content consumption,Maybe,Yes,No,2,Yes,4,No,1,Maybe,3,Yes,4,Yes,Yes-but-not-completely,Maybe,No,Privacy and data security risks;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/20 7:18:37 am EEST,2005,Female,HSC,Student,Beginner,Daily,Google Assistant,Data-Analysis;Education,Social media content consumption,Maybe,Maybe,Maybe,2,Yes,4,Maybe,3,Maybe,3,Maybe,3,Yes,Yes-but-not-completely,Maybe,No,Privacy and data security risks;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is concerning and threatens human creativity
2025/05/20 7:19:51 am EEST,2005,Female,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Google Assistant,Automation;Education,Online shopping;Education/learning habits,Maybe,Yes,No,1,Maybe,2,Yes,4,Maybe,3,Maybe,3,No,Yes-but-not-completely,Maybe,Yes,AI replacing human creativity and originality,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is concerning and threatens human creativity
2025/05/25 12:15:43 pm EEST,2004,Male,HSC,Education,None,Daily,ChatGPT,Personal-Use,Education/learning habits,Yes,Yes,Maybe,2,No,2,Maybe,2,Yes,2,Maybe,2,No,Yes,Yes,Yes,AI bias in decision-making,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/05/25 12:18:14 pm EEST,2003,Male,HSC,Student,Beginner,Daily,ChatGPT;Siri;Google Assistant,Coding;Assignment,Online shopping;Social media content consumption;Education/learning habits,Yes,Yes,Maybe,1,Maybe,3,Yes,5,Maybe,2,Yes,3,Yes,Yes-but-not-completely,Yes,Yes,AI bias in decision-making,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:17 pm EEST,1994,Male,Master,Education,Beginner,Daily,ChatGPT;Gemini;Deep Seek;Google Assistant;Grammarly,Coding;Personal-Use;Education,Online shopping;Social media content consumption;Education/learning habits,Maybe,Yes,No,1,Maybe,3,Yes,4,Maybe,3,Maybe,3,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:17 pm EEST,2005,Male,HSC,Student,Intermediate,Daily,ChatGPT;Gemini;Google Assistant,Personal-Use;Assignment,Career decisions,Yes,Yes,Maybe,3,Maybe,3,Yes,5,Yes,5,Maybe,2,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI replacing human creativity and originality,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:18 pm EEST,2004,Male,Bachelor,Student,Beginner,Weekly- A few times,ChatGPT;Google Assistant,Automation;Data-Analysis;Coding,Online shopping;Education/learning habits,Yes,Maybe,Maybe,1,Maybe,3,Yes,4,Yes,3,Maybe,2,Maybe,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:19 pm EEST,2004,Male,HSC,Student,Beginner,Weekly- A few times,ChatGPT;Gemini;Google Assistant,Personal-Use;Assignment;Education,Social media content consumption;Education/learning habits,Yes,Yes,No,5,Maybe,4,Maybe,5,Yes,4,Yes,4,No,Yes,Maybe,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:20 pm EEST,2005,Male,Bachelor,Student,Beginner,Daily,ChatGPT;Gemini;Google Assistant,Data-Analysis;Personal-Use;Assignment;Education,Online shopping;Social media content consumption;Career decisions,Yes,Yes,No,1,Maybe,3,Yes,3,Yes,4,Yes,4,Maybe,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:18:26 pm EEST,2004,Male,HSC,Student,Beginner,Monthly- A few times,Gemini;Deep Seek;Google Assistant,Data-Analysis;Personal-Use;Education,Social media content consumption;Education/learning habits,Maybe,Yes,No,1,No,1,Maybe,3,No,3,Yes,5,Maybe,Unsure,No,No,Privacy and data security risks;AI being used for misinformation and deepfakes,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/25 12:18:30 pm EEST,2005,Male,HSC,Student,None,Monthly- A few times,Siri,Personal-Use,None of the above,Maybe,No,No,1,No,1,No,1,No,1,No,2,No,Yes-but-not-completely,Maybe,No-Effect-in-my-career,Job loss and automation replacing workers,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is concerning and threatens human creativity
2025/05/25 12:18:52 pm EEST,2005,Male,HSC,Student,Beginner,Daily,ChatGPT;Gemini;Siri;Google Assistant,Personal-Use;Assignment;Education,Online shopping;Social media content consumption;Career decisions,Yes,Yes,No,3,Maybe,4,Maybe,3,Maybe,3,Maybe,3,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/05/25 12:19:07 pm EEST,2003,Male,HSC,Student,None,Weekly- A few times,ChatGPT;Google Assistant,Personal-Use;Assignment;Education;,Social media content consumption;Education/learning habits,Yes,Yes,Maybe,3,Yes,4,Yes,4,Yes,5,Maybe,3,Yes,No,Yes,No,Job loss and automation replacing workers;Privacy and data security risks,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:19:21 pm EEST,2006,Male,HSC,Student,Beginner,Monthly- A few times,ChatGPT;Gemini;Deep Seek;Google Assistant,Personal-Use,Online shopping;Social media content consumption;Education/learning habits,Yes,Maybe,Maybe,1,Maybe,3,Yes,4,Maybe,5,Yes,2,Yes,Yes-but-not-completely,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/25 12:19:38 pm EEST,2005,Male,HSC,Student,Beginner,Daily,ChatGPT;Deep Seek;Siri,Personal-Use;Assignment;Education,Online shopping;Social media content consumption,Yes,Yes,No,1,No,3,Maybe,1,No,1,No,1,Maybe,Yes,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
2025/05/25 12:20:50 pm EEST,1997,Male,HSC,Student,Intermediate,Weekly- A few times,ChatGPT;Google Assistant,Coding;Personal-Use;Education,Social media content consumption;Education/learning habits,Maybe,No,No,3,Yes,4,Yes,3,Yes,5,Yes,4,No,No,No,Yes,Privacy and data security risks;AI replacing human creativity and originality,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",AI-generated content is exciting and beneficial
2025/05/25 12:20:52 pm EEST,2005,Male,Bachelor,Student,Expert,Weekly- A few times,ChatGPT,Data-Analysis,Social media content consumption,Maybe,Yes,No,4,Maybe,4,No,5,No,5,No,4,Yes,Yes-but-not-completely,Maybe,Yes,Privacy and data security risks,"Sometimes, but not too restrictive","Only in certain cases (e.g., news, official documents)",It depends on how AI is used
2025/05/25 12:21:05 pm EEST,2003,Male,HSC,Student,Intermediate,Daily,ChatGPT;Deep Seek,Data-Analysis;Personal-Use;Education,Career decisions;Education/learning habits,Yes,Yes,No,1,No,3,Maybe,2,Maybe,3,Maybe,3,Maybe,Unsure,Maybe,Yes,Privacy and data security risks,"Yes, AI should have strong legal restrictions","Only in certain cases (e.g., news, official documents)",AI-generated content is concerning and threatens human creativity
2025/05/25 4:29:16 pm EEST,2005,Male,Bachelor,Student,Beginner,Weekly- A few times,ChatGPT;Google Assistant,Personal-Use;Assignment;Education,Online shopping;Social media content consumption;Career decisions;Education/learning habits,Yes,Yes,No,1,Maybe,3,Yes,5,Yes,4,Maybe,3,Maybe,Yes,Maybe,No-Effect-in-my-career,AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Sometimes, but not too restrictive","Yes, AI-generated content should always be labeled",AI-generated content is exciting and beneficial
2025/08/03 2:04:08 am EEST,1999,Male,HSC,Student,Expert,Daily,ChatGPT;Gemini;Deep Seek;Google Assistant,Coding;Personal-Use;Assignment;Education,Online shopping;Social media content consumption,Yes,Yes,Maybe,3,Yes,4,Yes,5,Yes,5,Yes,5,Yes,No,Yes,Yes,Job loss and automation replacing workers;Privacy and data security risks;AI bias in decision-making;AI being used for misinformation and deepfakes;AI replacing human creativity and originality,"Yes, AI should have strong legal restrictions","Yes, AI-generated content should always be labeled",It depends on how AI is used
